domainID,siteID,horizontalPosition,verticalPosition,month,year,mean_monthly_surfWaterTemp,sd_monthly_surfWaterTemp
D01,HOPB,101,100,1,2018,0.08933076923076923,0.344641985803556
D01,HOPB,101,100,1,2019,0.43252674339878133,0.9802469167237231
D01,HOPB,101,100,2,2019,0.11494661654135338,0.37085717236530413
D01,HOPB,101,100,3,2018,2.510600568585643,1.6808957328780516
D01,HOPB,101,100,3,2019,1.2428552097428958,1.4756778291781778
D01,HOPB,101,100,4,2018,5.754798886569241,2.9347284425057527
D01,HOPB,101,100,4,2019,3.851607638888889,1.6221520276833037
D01,HOPB,101,100,5,2018,14.200382442748092,2.888942163859273
D01,HOPB,101,100,6,2018,17.474197368421052,3.7384873079249856
D01,HOPB,101,100,7,2017,19.404119318181817,2.3280882369081817
D01,HOPB,101,100,7,2018,20.16737083993661,1.6443604513626213
D01,HOPB,101,100,8,2017,18.446495295698924,2.1433987011071727
D01,HOPB,101,100,8,2018,19.615473723168023,1.7632724162586582
D01,HOPB,101,100,9,2017,16.438861111111112,2.3538485521394046
D01,HOPB,101,100,9,2018,18.05959294871795,2.226889240565641
D01,HOPB,101,100,10,2017,12.599432123655914,2.511317358482019
D01,HOPB,101,100,10,2018,6.423774834437086,1.0073497261262927
D01,HOPB,101,100,11,2017,5.19616016713092,2.9916060016489694
D01,HOPB,101,100,11,2018,4.777114742698192,3.021423895047037
D01,HOPB,101,100,12,2017,1.156391773432232,1.643029087562771
D01,HOPB,101,100,12,2018,1.693887542087542,1.3355397770582513
D01,HOPB,102,100,4,2019,8.742583333333334,1.138115708449369
D01,HOPB,102,100,5,2019,11.492822252374491,3.221251291477369
D01,HOPB,102,100,6,2019,16.17170432357043,2.1603407892352933
D01,HOPB,102,100,7,2017,19.30019128787879,2.305891706980649
D01,HOPB,102,100,7,2019,19.969566281441196,2.0675455709489743
D01,HOPB,102,100,8,2017,18.360703853955375,2.2777046259001876
D01,HOPB,102,100,8,2019,18.39525832766825,2.209220358960579
D01,HOPB,102,100,9,2017,16.278424284717378,2.638173366085249
D01,HOPB,102,100,9,2019,14.33086535764376,2.6484576569781293
D01,HOPB,102,100,10,2017,12.530939271255061,2.76759369280183
D01,HOPB,102,100,10,2019,10.468587769784172,2.050266612242369
D01,HOPB,102,100,11,2017,10.329393292682926,2.1521169510139835
D01,HOPB,102,100,11,2019,3.4922596053997923,2.8262189402138582
D01,HOPB,111,100,1,2020,-0.04145892735913104,1.2347647053417976
D01,HOPB,111,100,1,2021,0.8432237903225807,0.9211904327378435
D01,HOPB,111,100,1,2022,0.48954349291975724,1.3561333005930998
D01,HOPB,111,100,1,2023,2.0289443620178043,0.9481300898509317
D01,HOPB,111,100,2,2020,0.820294881038212,0.8232561982522758
D01,HOPB,111,100,2,2021,0.14588441461595825,0.32907968581351765
D01,HOPB,111,100,2,2022,0.2204055472263868,0.6316804708501967
D01,HOPB,111,100,2,2023,1.1916443452380951,1.2943582453516385
D01,HOPB,111,100,3,2020,3.6049710827168795,1.81020904813558
D01,HOPB,111,100,3,2021,2.8576908602150537,3.030133448668925
D01,HOPB,111,100,3,2022,3.0225082079343366,2.4451541115635296
D01,HOPB,111,100,3,2023,2.8171244167962675,1.8071578433799682
D01,HOPB,111,100,4,2020,6.541569444444445,1.7802760526185653
D01,HOPB,111,100,4,2021,8.06376875,2.7986922966317103
D01,HOPB,111,100,4,2022,7.79110229645094,1.9709235010646762
D01,HOPB,111,100,4,2023,9.25056524773203,3.106680921252294
D01,HOPB,111,100,5,2019,9.675575276243094,2.56145354000253
D01,HOPB,111,100,5,2020,12.251340725806452,3.830968111323097
D01,HOPB,111,100,5,2021,12.447141129032259,3.071349140515855
D01,HOPB,111,100,5,2022,14.384581317204301,3.718276976768332
D01,HOPB,111,100,5,2023,13.017231622746186,2.5971689466743872
D01,HOPB,111,100,6,2019,14.243811018131101,2.0501527473238004
D01,HOPB,111,100,6,2020,17.273935371785964,3.0430517847721537
D01,HOPB,111,100,6,2021,17.7570226789511,2.947429591706452
D01,HOPB,111,100,6,2022,15.560956368754399,3.6598068288989705
D01,HOPB,111,100,6,2023,16.805461699164347,2.4734253447020094
D01,HOPB,111,100,7,2019,18.115764945652174,1.9235927089801526
D01,HOPB,111,100,7,2020,14.971619011406844,1.732283326181063
D01,HOPB,111,100,7,2021,17.600226297577855,1.469924996437857
D01,HOPB,111,100,7,2022,12.820002057613168,7.077158751104002
D01,HOPB,111,100,8,2019,16.972658735554045,1.8426043534050505
D01,HOPB,111,100,8,2020,-1.717316129032258,51.35862899853792
D01,HOPB,111,100,8,2021,19.62891924629879,1.9024795124147722
D01,HOPB,111,100,8,2022,19.85490120967742,2.2097883752525624
D01,HOPB,111,100,9,2019,13.158106591865357,1.9394194938670706
D01,HOPB,111,100,9,2020,9.613727526132404,2.5965429463594867
D01,HOPB,111,100,9,2021,16.49213888888889,1.556462638790318
D01,HOPB,111,100,9,2022,15.657521195274496,2.1759330742156586
D01,HOPB,111,100,10,2019,9.109170503597122,1.9410617912150765
D01,HOPB,111,100,10,2020,7.468729036729036,2.2813567600163966
D01,HOPB,111,100,10,2021,12.415322580645162,2.1370208085607043
D01,HOPB,111,100,10,2022,10.172907258064516,2.1007160045589446
D01,HOPB,111,100,11,2019,2.18330447125621,2.382927069061151
D01,HOPB,111,100,11,2020,5.668200423429782,2.5408288944951636
D01,HOPB,111,100,11,2021,5.558440583738707,2.3978515880463043
D01,HOPB,111,100,11,2022,6.164990959666203,3.849782438419226
D01,HOPB,111,100,12,2019,-0.4123258958755916,0.9543232399762251
D01,HOPB,111,100,12,2020,2.30518231292517,2.082232690395192
D01,HOPB,111,100,12,2021,2.4977014824797843,1.4146597332912878
D01,HOPB,111,100,12,2022,2.008669811320755,1.9236592889993376
D01,HOPB,112,100,1,2020,1.0098048452220727,1.3150801656262807
D01,HOPB,112,100,1,2021,0.9076021505376344,0.8934276975532442
D01,HOPB,112,100,1,2022,0.6928236877523554,1.374939165059166
D01,HOPB,112,100,1,2023,1.7169799703264095,0.9507591139159712
D01,HOPB,112,100,2,2020,0.6926364942528735,0.8333983558909818
D01,HOPB,112,100,2,2021,0.22001926040061634,0.307748804282
D01,HOPB,112,100,2,2022,0.17561808669656204,0.7511761338232571
D01,HOPB,112,100,2,2023,0.8910327380952381,1.3077431904208012
D01,HOPB,112,100,3,2020,3.448445725915875,1.811789790749543
D01,HOPB,112,100,3,2021,3.048402027027027,3.0633122615938206
D01,HOPB,112,100,3,2022,2.9034521857923496,2.436089262424442
D01,HOPB,112,100,3,2023,2.5642852303523034,1.7136064352294185
D01,HOPB,112,100,4,2020,6.397284722222222,1.780481535553252
D01,HOPB,112,100,4,2021,8.420638194444445,2.8123585242155382
D01,HOPB,112,100,4,2022,7.359292275574113,1.9187451953873154
D01,HOPB,112,100,4,2023,8.971070530726257,3.0946445848969253
D01,HOPB,112,100,5,2019,11.629608904109588,2.729041363431535
D01,HOPB,112,100,5,2020,12.122963037634408,3.8435445440875777
D01,HOPB,112,100,5,2021,12.85575873655914,3.093329674266278
D01,HOPB,112,100,5,2022,13.90970430107527,3.6866402332945527
D01,HOPB,112,100,5,2023,12.715557056043213,2.5532869392625313
D01,HOPB,112,100,6,2019,16.153672268907563,2.1080101848588657
D01,HOPB,112,100,6,2020,17.30546212647672,2.8762110347351655
D01,HOPB,112,100,6,2021,17.57555460992908,2.7620969169259544
D01,HOPB,112,100,6,2022,16.71876050420168,1.8978596409120905
D01,HOPB,112,100,6,2023,16.429370707778556,2.452540003561866
D01,HOPB,112,100,7,2019,19.884953651685393,2.1502300728861297
D01,HOPB,112,100,7,2020,20.333367429340512,1.775039462431074
D01,HOPB,112,100,7,2021,16.94259485753996,1.4423064776679437
D01,HOPB,112,100,7,2022,19.420097826086955,1.9826140710348958
D01,HOPB,112,100,8,2019,18.510713709677418,1.920522357707967
D01,HOPB,112,100,8,2020,18.492112303290416,2.165341827693173
D01,HOPB,112,100,8,2021,19.13457738896366,1.9916449504078355
D01,HOPB,112,100,8,2022,19.323782258064515,2.076513456608262
D01,HOPB,112,100,9,2019,14.518635605006954,1.9667741469027042
D01,HOPB,112,100,9,2020,14.49554849965108,2.957389023413989
D01,HOPB,112,100,9,2021,16.07370277777778,1.6241670487837851
D01,HOPB,112,100,9,2022,15.019539958304378,2.310988045810853
D01,HOPB,112,100,10,2019,10.42464596716631,1.9977481520093916
D01,HOPB,112,100,10,2020,10.372172865013773,2.326086279158961
D01,HOPB,112,100,10,2021,12.153278640059128,2.140497019640362
D01,HOPB,112,100,10,2022,9.785340725806451,2.1014108829288336
D01,HOPB,112,100,11,2019,3.3252765205091936,2.4622671888007863
D01,HOPB,112,100,11,2020,5.799912305516266,2.5899532668300567
D01,HOPB,112,100,11,2021,4.923005567153792,2.434819513646923
D01,HOPB,112,100,11,2022,5.851833796940195,3.8962868390832046
D01,HOPB,112,100,12,2019,0.6984174560216508,0.9990945180910784
D01,HOPB,112,100,12,2020,2.321326042378674,2.1549453612337195
D01,HOPB,112,100,12,2021,2.37650101010101,1.4504022026178867
D01,HOPB,112,100,12,2022,1.6660940860215054,1.9202421695705147
D02,LEWI,101,100,1,2018,5.9960050813008126,2.1343186707175534
D02,LEWI,101,100,1,2019,7.228503050847458,1.7898890418253073
D02,LEWI,101,100,1,2020,6.545933243425488,2.407285769262299
D02,LEWI,101,100,1,2021,6.339804435483871,1.3921319573753101
D02,LEWI,101,100,1,2022,4.707117765814266,2.1044781597446938
D02,LEWI,101,100,1,2023,7.616925373134328,1.7542745950722334
D02,LEWI,101,100,2,2018,8.386833084947838,2.7311871164994552
D02,LEWI,101,100,2,2019,7.960522064323111,1.746314604332426
D02,LEWI,101,100,2,2020,8.049689804772234,1.9661800502030293
D02,LEWI,101,100,2,2021,6.052720982142857,1.9332492358382496
D02,LEWI,101,100,2,2022,6.146902475618905,2.6038935519950686
D02,LEWI,101,100,2,2023,8.26521225710015,2.315643659009646
D02,LEWI,101,100,3,2018,7.886399865591398,2.2287437085827957
D02,LEWI,101,100,3,2019,9.458830737982396,2.202796575224041
D02,LEWI,101,100,3,2020,10.777638570465273,2.4286046345936767
